begin,end,id,nVehContrib,flow,occupancy,speed,harmonicMeanSpeed,length,nVehEntered
1200.00,1500.00,121733_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121733_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121734_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121734_01,7,84.00,0.59,19.74,19.61,5.00,7
1200.00,1500.00,121734_02,66,792.00,6.05,18.54,18.18,5.00,66
1200.00,1500.00,121734_03,55,660.00,4.10,22.67,22.51,5.00,56
1200.00,1500.00,121734_04,9,108.00,0.94,21.78,16.02,5.00,9
1200.00,1500.00,121734_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121734_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121734_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121735_00,6,72.00,0.49,20.67,20.61,5.00,6
1200.00,1500.00,121735_01,78,936.00,6.48,20.20,20.06,5.00,78
1200.00,1500.00,121735_02,43,516.00,3.06,23.55,23.44,5.00,43
1200.00,1500.00,121735_03,23,276.00,1.74,22.14,22.01,5.00,23
1200.00,1500.00,121735_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121735_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121735_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121735_13,0,0.00,100.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121736_00,87,1044.00,8.01,18.86,18.11,5.00,87
1200.00,1500.00,121736_01,59,708.00,4.82,20.80,20.65,5.00,60
1200.00,1500.00,121736_02,51,612.00,3.82,22.39,22.27,5.00,51
1200.00,1500.00,121736_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121736_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121736_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121741_00,94,1128.00,8.59,18.94,18.24,5.00,94
1200.00,1500.00,121741_01,72,864.00,5.86,20.93,20.75,5.00,74
1200.00,1500.00,121741_02,19,228.00,1.35,23.49,23.37,5.00,19
1200.00,1500.00,121741_10,48,576.00,41.32,17.43,16.38,5.00,50
1200.00,1500.00,121741_11,43,516.00,41.85,19.64,17.25,5.00,44
1200.00,1500.00,121741_12,27,324.00,40.88,20.56,18.32,5.00,28
1200.00,1500.00,121742_01,77,924.00,40.58,5.94,3.16,5.00,77
1200.00,1500.00,121742_02,71,852.00,13.63,15.33,9.79,5.00,72
1200.00,1500.00,121742_03,101,1212.00,10.28,18.62,16.51,5.00,102
1200.00,1500.00,121742_10,68,816.00,6.47,19.02,17.56,5.00,69
1200.00,1500.00,121742_11,71,852.00,5.92,21.26,20.19,5.00,73
1200.00,1500.00,121743_12,30,360.00,2.14,23.43,23.36,5.00,30
1200.00,1500.00,121743_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121754_00,111,1332.00,31.64,6.73,5.85,5.00,111
1200.00,1500.00,121754_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121754_10,70,840.00,23.01,10.69,5.92,5.00,70
1200.00,1500.00,121754_11,8,96.00,1.00,18.22,13.35,5.00,8
1200.00,1500.00,121755_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121755_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121755_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121755_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121756_00,4,48.00,6.96,0.76,0.74,5.00,3
1200.00,1500.00,121756_01,57,684.00,3.73,30.54,25.48,5.00,57
1200.00,1500.00,121756_10,63,756.00,4.91,22.15,21.37,5.00,63
1200.00,1500.00,121756_11,41,492.00,2.54,27.00,26.90,5.00,41
1500.00,1800.00,121726_00,65,780.00,5.42,21.09,19.99,5.00,65
1500.00,1800.00,121726_01,80,960.00,5.76,23.06,22.10,5.00,82
1500.00,1800.00,121726_02,86,1032.00,5.95,25.26,24.08,5.00,86
1500.00,1800.00,121726_10,2,24.00,0.13,26.81,26.33,5.00,2
1500.00,1800.00,121726_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121726_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121727_00,67,804.00,5.33,21.37,21.13,5.00,68
1500.00,1800.00,121727_01,76,912.00,6.07,22.82,20.82,5.00,75
1500.00,1800.00,121727_02,79,948.00,5.39,24.73,24.49,5.00,80
1500.00,1800.00,121727_10,2,24.00,0.13,26.90,26.43,5.00,2
1500.00,1800.00,121727_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121727_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121731_00,13,156.00,1.14,19.14,19.02,5.00,13
1500.00,1800.00,121731_01,35,420.00,2.92,20.25,19.95,5.00,35
1500.00,1800.00,121731_02,7,84.00,0.49,24.00,23.85,5.00,7
1500.00,1800.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121732_00,18,216.00,1.42,21.40,21.14,5.00,18
1500.00,1800.00,121732_01,2,24.00,0.16,21.39,21.30,5.00,2
1500.00,1800.00,121732_02,10,120.00,0.88,19.01,18.93,5.00,10
1500.00,1800.00,121732_03,11,132.00,0.83,22.11,22.03,5.00,11
1500.00,1800.00,121732_10,12,144.00,0.99,20.25,20.10,5.00,12
1500.00,1800.00,121732_11,17,204.00,2.30,13.73,12.34,5.00,17
1500.00,1800.00,121732_12,19,228.00,3.65,11.29,8.69,5.00,19
1500.00,1800.00,121732_13,16,192.00,4.20,8.38,6.36,5.00,16
1500.00,1800.00,121733_00,0,0.00,31.27,-1.00,-1.00,-1.00,1
1500.00,1800.00,121733_01,29,348.00,59.99,17.93,16.60,5.00,30
1500.00,1800.00,121733_02,26,312.00,2.43,19.95,17.81,5.00,26
1500.00,1800.00,121733_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121733_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121733_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121734_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121734_01,10,120.00,0.91,18.76,18.35,5.00,10
1500.00,1800.00,121734_02,76,912.00,6.75,19.34,18.99,5.00,77
1500.00,1800.00,121734_03,50,600.00,3.99,22.10,20.87,5.00,50
1500.00,1800.00,121734_04,5,60.00,0.34,24.35,24.30,5.00,5
1500.00,1800.00,121734_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121734_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121734_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121735_00,10,120.00,0.79,21.04,21.02,5.00,10
1500.00,1800.00,121735_01,86,1032.00,6.91,20.88,20.73,5.00,86
1500.00,1800.00,121735_02,35,420.00,2.62,22.42,22.27,5.00,35
1500.00,1800.00,121735_03,19,228.00,1.47,21.73,21.54,5.00,19
1500.00,1800.00,121735_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121735_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121735_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121735_13,0,0.00,100.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121736_00,78,936.00,6.81,19.29,19.08,5.00,78
1500.00,1800.00,121736_01,54,648.00,4.41,20.95,20.77,5.00,56
1500.00,1800.00,121736_02,38,456.00,3.12,21.93,20.29,5.00,38
1500.00,1800.00,121736_10,1,12.00,0.08,20.95,20.95,5.00,1
1500.00,1800.00,121736_11,1,12.00,0.08,21.73,21.73,5.00,1
1500.00,1800.00,121736_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121741_00,90,1080.00,10.50,16.16,14.29,5.00,90
1500.00,1800.00,121741_01,79,948.00,6.41,21.51,20.56,5.00,79
1500.00,1800.00,121741_02,19,228.00,1.35,23.90,23.82,5.00,20
1500.00,1800.00,121741_10,0,0.00,100.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121741_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121741_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121742_01,92,1104.00,39.44,5.25,3.89,5.00,92
1500.00,1800.00,121742_02,63,756.00,13.66,17.56,15.92,5.00,65
1500.00,1800.00,121742_03,85,1020.00,7.48,19.34,18.73,5.00,84
1500.00,1800.00,121742_10,66,792.00,5.85,19.08,18.83,5.00,67
1500.00,1800.00,121742_11,60,720.00,5.14,20.99,19.80,5.00,61
1500.00,1800.00,121743_12,41,492.00,3.28,22.47,20.86,5.00,41
1500.00,1800.00,121743_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121754_00,100,1200.00,40.07,5.10,4.16,5.00,100
1500.00,1800.00,121754_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121754_10,49,588.00,4.08,20.24,20.03,5.00,49
1500.00,1800.00,121754_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121755_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121755_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121755_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121755_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1500.00,1800.00,121756_00,2,24.00,5.07,0.66,0.66,5.00,2
1500.00,1800.00,121756_01,68,816.00,3.86,31.61,29.39,5.00,68
1500.00,1800.00,121756_10,64,768.00,4.58,23.97,23.28,5.00,64
1500.00,1800.00,121756_11,44,528.00,2.66,27.75,27.55,5.00,44
1800.00,2100.00,121726_00,74,888.00,5.75,21.56,21.46,5.00,74
1800.00,2100.00,121726_01,89,1068.00,6.12,24.31,24.21,5.00,88
1800.00,2100.00,121726_02,73,876.00,4.82,25.39,25.26,5.00,73
1800.00,2100.00,121726_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121726_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121726_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121727_00,68,816.00,5.32,21.45,21.31,5.00,68
1800.00,2100.00,121727_01,95,1140.00,6.60,24.06,23.98,5.00,95
1800.00,2100.00,121727_02,73,876.00,4.74,25.73,25.67,5.00,73
1800.00,2100.00,121727_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121727_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121727_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121731_00,3,36.00,0.26,19.59,19.58,5.00,3
1800.00,2100.00,121731_01,20,240.00,1.93,17.40,17.31,5.00,20
1800.00,2100.00,121731_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121732_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121732_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121732_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121732_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121732_10,1,12.00,0.08,20.27,20.27,5.00,1
1800.00,2100.00,121732_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121732_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121732_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121733_00,0,0.00,100.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121733_01,0,0.00,100.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121733_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121733_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121733_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121733_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121734_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121734_01,5,60.00,0.44,19.43,18.89,5.00,5
1800.00,2100.00,121734_02,86,1032.00,7.64,19.19,18.76,5.00,86
1800.00,2100.00,121734_03,40,480.00,3.10,22.28,22.15,5.00,42
1800.00,2100.00,121734_04,13,156.00,1.52,21.12,14.49,5.00,14
1800.00,2100.00,121734_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121734_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121734_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121735_00,7,84.00,0.59,20.02,19.80,5.00,7
1800.00,2100.00,121735_01,93,1116.00,7.66,20.57,20.39,5.00,94
1800.00,2100.00,121735_02,31,372.00,2.53,22.51,20.43,5.00,31
1800.00,2100.00,121735_03,23,276.00,1.84,20.99,20.83,5.00,23
1800.00,2100.00,121735_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121735_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121735_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121735_13,0,0.00,100.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121736_00,93,1116.00,8.55,18.48,18.15,5.00,94
1800.00,2100.00,121736_01,61,732.00,5.31,20.41,19.24,5.00,61
1800.00,2100.00,121736_02,57,684.00,4.18,22.85,22.72,5.00,57
1800.00,2100.00,121736_10,2,24.00,0.16,20.85,20.58,5.00,2
1800.00,2100.00,121736_11,3,36.00,0.22,23.03,22.89,5.00,3
1800.00,2100.00,121736_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121741_00,92,1104.00,15.40,14.56,9.95,5.00,92
1800.00,2100.00,121741_01,87,1044.00,6.83,21.83,21.31,5.00,88
1800.00,2100.00,121741_02,25,300.00,1.80,23.23,23.14,5.00,25
1800.00,2100.00,121741_10,0,0.00,100.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121741_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121741_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121742_01,93,1116.00,33.84,7.79,4.58,5.00,93
1800.00,2100.00,121742_02,45,540.00,12.68,14.96,5.91,5.00,44
1800.00,2100.00,121742_03,113,1356.00,10.28,18.92,18.51,5.00,114
1800.00,2100.00,121742_10,36,432.00,47.50,17.56,16.51,5.00,37
1800.00,2100.00,121742_11,35,420.00,45.89,19.43,18.47,5.00,36
1800.00,2100.00,121743_12,21,252.00,2.34,19.90,14.95,5.00,21
1800.00,2100.00,121743_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121754_00,78,936.00,47.05,3.74,2.76,5.00,78
1800.00,2100.00,121754_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121754_10,43,516.00,3.42,21.10,20.94,5.00,43
1800.00,2100.00,121754_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121755_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121755_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121755_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121755_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121756_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
1800.00,2100.00,121756_01,45,540.00,2.17,35.64,34.56,5.00,45
1800.00,2100.00,121756_10,68,816.00,4.88,23.86,23.21,5.00,68
1800.00,2100.00,121756_11,37,444.00,2.20,28.12,27.98,5.00,37
2100.00,2400.00,121726_00,72,864.00,6.06,20.85,19.81,5.00,72
2100.00,2400.00,121726_01,81,972.00,5.83,23.28,23.17,5.00,82
2100.00,2400.00,121726_02,82,984.00,5.45,25.21,25.06,5.00,82
2100.00,2400.00,121726_10,2,24.00,0.17,20.15,20.09,5.00,2
2100.00,2400.00,121726_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121726_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121727_00,70,840.00,5.49,21.40,21.24,5.00,70
2100.00,2400.00,121727_01,76,912.00,5.56,23.06,22.91,5.00,77
2100.00,2400.00,121727_02,88,1056.00,5.87,25.11,24.99,5.00,88
2100.00,2400.00,121727_10,2,24.00,0.17,20.21,20.20,5.00,2
2100.00,2400.00,121727_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121727_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121731_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121731_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121731_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121732_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121732_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121732_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121732_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121732_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121732_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121732_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121732_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121733_00,0,0.00,100.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121733_01,0,0.00,100.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121733_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121733_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121733_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121733_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121734_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121734_01,46,552.00,4.64,16.63,16.52,5.00,46
2100.00,2400.00,121734_02,27,324.00,56.93,16.43,15.39,5.00,28
2100.00,2400.00,121734_03,16,192.00,56.26,17.21,15.20,5.00,18
2100.00,2400.00,121734_04,17,204.00,55.70,18.51,15.27,5.00,17
2100.00,2400.00,121734_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121734_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121734_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121735_00,11,132.00,0.89,20.76,20.63,5.00,11
2100.00,2400.00,121735_01,79,948.00,6.39,20.81,20.68,5.00,80
2100.00,2400.00,121735_02,34,408.00,2.84,22.03,19.96,5.00,34
2100.00,2400.00,121735_03,24,288.00,1.86,21.75,21.48,5.00,24
2100.00,2400.00,121735_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121735_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121735_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121735_13,0,0.00,100.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121736_00,80,960.00,7.06,19.58,18.91,5.00,81
2100.00,2400.00,121736_01,53,636.00,4.49,21.12,19.77,5.00,53
2100.00,2400.00,121736_02,42,504.00,3.05,22.99,22.93,5.00,42
2100.00,2400.00,121736_10,3,36.00,0.23,22.01,21.52,5.00,3
2100.00,2400.00,121736_11,2,24.00,0.16,20.57,20.57,5.00,2
2100.00,2400.00,121736_12,2,24.00,0.15,21.92,21.85,5.00,2
2100.00,2400.00,121741_00,73,876.00,38.61,7.46,3.30,5.00,76
2100.00,2400.00,121741_01,99,1188.00,10.15,18.65,16.29,5.00,100
2100.00,2400.00,121741_02,30,360.00,2.23,22.73,22.47,5.00,30
2100.00,2400.00,121741_10,0,0.00,100.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121741_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121741_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121742_01,80,960.00,43.08,5.99,3.10,5.00,81
2100.00,2400.00,121742_02,63,756.00,19.23,17.55,9.47,5.00,65
2100.00,2400.00,121742_03,78,936.00,6.35,20.76,20.48,5.00,78
2100.00,2400.00,121742_10,0,0.00,100.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121742_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121743_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121743_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121754_00,85,1020.00,43.18,4.18,3.28,5.00,85
2100.00,2400.00,121754_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121754_10,47,564.00,4.41,17.97,17.76,5.00,47
2100.00,2400.00,121754_11,1,12.00,0.08,20.25,20.25,5.00,1
2100.00,2400.00,121755_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121755_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121755_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121755_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2100.00,2400.00,121756_00,2,24.00,4.57,0.73,0.73,5.00,2
2100.00,2400.00,121756_01,39,468.00,1.87,35.69,34.82,5.00,39
2100.00,2400.00,121756_10,59,708.00,4.40,23.14,22.33,5.00,59
2100.00,2400.00,121756_11,34,408.00,2.02,28.31,28.05,5.00,34
2400.00,2700.00,121726_00,71,852.00,5.48,21.72,21.59,5.00,71
2400.00,2700.00,121726_01,84,1008.00,5.95,23.73,23.65,5.00,85
2400.00,2700.00,121726_02,83,996.00,5.73,25.35,24.13,5.00,83
2400.00,2700.00,121726_10,5,60.00,0.36,23.11,22.92,5.00,5
2400.00,2700.00,121726_11,3,36.00,0.22,23.50,23.12,5.00,3
2400.00,2700.00,121726_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121727_00,76,912.00,5.82,21.90,21.76,5.00,76
2400.00,2700.00,121727_01,84,1008.00,5.92,23.62,23.53,5.00,83
2400.00,2700.00,121727_02,86,1032.00,5.62,25.58,25.51,5.00,86
2400.00,2700.00,121727_10,5,60.00,0.36,23.18,22.98,5.00,5
2400.00,2700.00,121727_11,3,36.00,0.21,23.64,23.34,5.00,3
2400.00,2700.00,121727_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121731_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121731_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121731_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121732_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121732_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121732_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121732_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121732_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121732_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121732_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121732_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121733_00,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121733_01,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121733_02,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121733_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121733_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121733_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121734_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121734_01,6,72.00,94.80,13.37,12.13,5.00,7
2400.00,2700.00,121734_02,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121734_03,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121734_04,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121734_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121734_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121734_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
2400.00,2700.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
